11,11,11,12,-1,-1,10,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
11,11,11,12,-1,-1,10,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
11,11,11,12,-1,-1,10,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
11,11,11,12,-1,-1,10,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
11,11,11,12,-1,-1,10,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
11,11,11,12,-1,-1,10,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
11,11,11,12,-1,-1,10,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
11,11,11,12,-1,-1,10,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
11,11,11,12,-1,-1,10,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
11,11,11,12,-1,-1,10,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
11,11,11,12,-1,-1,10,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
11,11,11,12,-1,-1,10,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
