11,14,11,11,11,14,11,11,14,11,11,11,11,12,-1,-1,-1,-1,-1,-1
11,11,11,14,11,11,11,11,11,11,14,11,11,12,-1,-1,-1,-1,-1,-1
11,11,11,11,11,14,11,3,21,21,21,21,21,22,-1,-1,-1,-1,-1,-1
11,11,11,11,11,3,21,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,14,11,11,3,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,21,21,21,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,8,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1,1,1,1,1,1,19,59,49,1,1,19,39,29,29,49,1,1,1,25
