11,11,11,11,11,11,11,11,14,11,11,11,11,11,11,11,11,11,11,11
11,11,11,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,3,21,5,11,11,11,11,11,14,11,11,11,11,11
11,11,11,11,3,21,22,-1,20,5,11,11,11,11,11,11,11,14,11,11
11,11,3,4,43,-1,-1,-1,-1,10,11,11,11,11,11,11,11,11,11,11
11,11,12,-1,54,-1,-1,-1,-1,10,11,14,11,11,11,11,11,11,11,11
11,11,57,1,27,2,-1,-1,-1,10,11,11,11,11,11,11,11,14,11,11
11,14,11,11,11,23,1,1,1,56,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,14,11,11,11,11,11,11,11,11,14,11,11,11,11,14,11,11
11,11,11,11,14,11,11,11,11,14,11,11,11,11,11,11,14,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
